t,th1,w1,th2,w2,l1,l2,l3,l4
11.92,-1.37365,-1.55712,55.4222,12.707,14.79,1.52824,-0.182026,-15.8558
11.96,-1.42038,-0.720555,55.9081,11.5351,15.0994,1.31747,-0.248997,-16.0803
12,-1.43005,0.234632,56.3503,10.6789,14.7488,0.873529,-0.322558,-15.3592
12.04,-1.40205,1.1594,56.7698,10.3722,14.5337,1.56549,-0.302009,-15.8933
12.08,-1.33774,2.04862,57.1847,10.4083,14.5387,2.21619,-0.28355,-16.5159
12.12,-1.23906,2.86889,57.6043,10.5793,14.5513,2.56002,-0.269297,-16.7811
12.16,-1.11008,3.55073,58.0305,10.7172,14.4788,2.77818,-0.25169,-16.8249
12.2,-0.957753,4.02863,58.4601,10.7458,14.3867,2.86494,-0.262082,-16.7168
12.24,-0.790796,4.28274,58.8895,10.7247,14.437,2.78929,-0.375115,-16.5429
12.28,-0.617917,4.32722,59.3191,10.7751,14.6225,2.63401,-0.56794,-16.4096
12.32,-0.447368,4.16433,59.7532,10.9489,14.8224,2.45749,-0.652356,-16.4318
12.36,-0.287796,3.77525,60.1962,11.2108,15.0273,2.2542,-0.495558,-16.704
12.4,-0.148511,3.15095,60.6508,11.5371,15.2389,2.07984,-0.202768,-17.1446
12.44,-0.038624,2.31008,61.1211,12.016,15.463,1.98511,0.0308635,-17.5725
12.48,0.0337519,1.27861,61.6173,12.8946,15.781,1.95051,0.0837728,-17.8782
12.52,0.0614626,0.0925873,62.163,14.5276,16.1193,1.94678,-0.0459454,-17.9129
12.56,0.0443013,-0.795021,62.783,16.2288,15.0164,2.00911,-0.0542799,-16.6684
12.6,0.0192636,-0.237305,63.4178,15.0802,16.1617,1.94356,-0.085503,-17.8518
12.64,0.0331576,0.937712,63.982,13.2415,15.9239,2.01098,-0.00229356,-17.9696
12.68,0.0925164,2.00093,64.4884,12.199,15.5686,2.00596,0.0547052,-17.7326
12.72,0.19082,2.88284,64.9647,11.6698,15.3207,1.96299,0.0324913,-17.3748
12.76,0.320451,3.56288,65.425,11.3674,15.125,2.07106,-0.141621,-17.0084
12.8,0.472805,4.01588,65.8753,11.16,14.986,2.30684,-0.342387,-16.7849
12.84,0.638593,4.23501,66.3188,11.0312,14.9164,2.50394,-0.378058,-16.7814
12.88,0.808575,4.22594,66.759,10.9934,14.8715,2.70071,-0.345587,-16.9251
12.92,0.973544,3.98186,67.1987,10.99,14.8338,2.9063,-0.360419,-17.1084
12.96,1.12384,3.49305,67.6371,10.9078,14.7803,3.04277,-0.398416,-17.2468
13,1.25011,2.79115,68.0697,10.7087,14.6645,3.11219,-0.426368,-17.2955
13.04,1.34531,1.95293,68.4935,10.4921,14.4632,3.17741,-0.445556,-17.2478
13.08,1.40553,1.05146,68.9113,10.4388,14.1752,3.30583,-0.471023,-17.113
13.12,1.42901,0.117371,69.3336,10.7613,13.8127,3.55306,-0.531394,-16.8956
13.16,1.41447,-0.845926,69.78,11.6629,13.4945,3.86117,-0.668194,-16.5945
13.2,1.36292,-1.66223,70.2713,12.8243,13.8759,3.40374,-0.742411,-16.2567
13.24,1.29239,-1.71432,70.7846,12.5274,14.6816,2.12502,-0.593912,-15.978
13.28,1.23393,-1.17441,71.2595,11.2226,14.5093,2.1072,-0.549257,-16.0391
13.32,1.19855,-0.603529,71.69,10.4237,14.1704,2.53489,-0.539149,-16.2595
13.36,1.18499,-0.079724,72.1023,10.2948,13.931,2.9191,-0.576067,-16.3623
13.4,1.19201,0.429124,72.5213,10.7398,13.8608,3.10491,-0.648785,-16.2951
13.44,1.21878,0.889677,72.967,11.5806,13.9567,2.96355,-0.781162,-15.9517
13.48,1.25953,1.07022,73.4451,12.2073,14.0306,2.67678,-0.501411,-15.9091
13.52,1.29639,0.677601,73.9293,11.837,13.8777,3.21855,-0.277343,-16.5849
13.56,1.30831,-0.115505,74.3845,10.9181,13.7385,3.54077,-0.314453,-16.9023
13.6,1.28617,-0.992978,74.8077,10.3459,13.8609,3.45947,-0.372733,-17.0232
13.64,1.22866,-1.89105,75.2223,10.5345,14.1961,3.21749,-0.456103,-17.0546
13.68,1.13347,-2.89276,75.6643,11.7563,14.6252,2.95144,-0.555705,-16.9773
13.72,0.996777,-3.87011,76.174,13.6387,14.6011,2.72679,-0.607116,-16.4468
13.76,0.839764,-3.76744,76.7169,12.9611,13.2424,3.95425,-0.469885,-16.5327
13.8,0.704147,-3.01172,77.1925,10.8956,13.4256,3.86369,-0.467366,-16.8594
13.84,0.596371,-2.40949,77.6014,9.70895,13.7073,3.44437,-0.42301,-16.8397
13.88,0.509424,-1.95607,77.9796,9.31251,14.2373,2.82016,-0.36753,-16.7215
13.92,0.438698,-1.59647,78.3535,9.44828,14.5981,2.39103,-0.298554,-16.5549
13.96,0.379736,-1.39027,78.7379,9.75028,14.6514,2.27626,-0.252949,-16.3972
14,0.323254,-1.4906,79.1285,9.70946,14.3292,2.63749,-0.36721,-16.3396
14.04,0.256664,-1.87094,79.5112,9.43218,14.1904,2.85249,-0.546042,-16.3979
14.08,0.17189,-2.3844,79.8878,9.49219,14.5046,2.58841,-0.600296,-16.5541
14.12,0.0642991,-3.02345,80.2801,10.2781,14.9939,2.19883,-0.540516,-16.7604
14.16,-0.0731822,-3.89871,80.7248,12.1734,15.4972,1.83819,-0.426443,-16.8772
14.2,-0.249144,-4.79635,81.2655,14.644,15.0289,1.83329,-0.154461,-16.4302
14.24,-0.434928,-4.25096,81.8378,13.3321,15.3088,2.31262,-0.251443,-17.2299
14.28,-0.582718,-3.16705,82.3213,11.0319,14.8766,2.5304,-0.2467,-17.2421
14.32,-0.691689,-2.31503,82.7381,9.99975,14.4155,2.80369,-0.299913,-17.0303
14.36,-0.769585,-1.59298,83.1339,9.92128,14.7166,2.49089,-0.396539,-16.802
14.4,-0.820164,-0.957985,83.5395,10.4105,14.9159,2.24923,-0.30372,-16.6729
14.44,-0.849636,-0.581696,83.9651,10.7753,14.4563,2.26189,0.308274,-16.7428
14.48,-0.872902,-0.64881,84.3911,10.4237,13.9357,2.63348,0.504619,-16.8776
14.52,-0.905139,-0.986105,84.796,9.84672,14.1004,2.49562,0.296677,-16.8686
14.56,-0.952722,-1.40034,85.184,9.64056,14.5009,1.8895,0.263152,-16.7538
14.6,-1.01789,-1.87123,85.5753,10.0345,15.0718,1.28638,0.191165,-16.6583
14.64,-1.10385,-2.44519,85.9969,11.1806,15.5617,1.29345,-0.124469,-16.7013
14.68,-1.21358,-2.98729,86.4769,12.7588,15.4302,1.86963,-0.303439,-16.7498
14.72,-1.33133,-2.727,86.992,12.5921,15.0332,2.28386,-0.0975582,-16.9977
14.76,-1.42239,-1.79329,87.4665,11.1555,15.1371,1.99756,-0.239371,-16.8915
14.8,-1.47503,-0.849337,87.8947,10.4017,14.8886,2.37027,-0.768534,-16.6064
14.84,-1.49082,0.0588817,88.309,10.4243,15.1141,2.4614,-0.939348,-16.7383
14.88,-1.47018,0.973823,88.7363,11.0173,15.3854,2.4782,-0.880457,-16.9704
14.92,-1.41353,1.83527,89.1943,11.8937,15.4098,2.53181,-0.925702,-16.8439
14.96,-1.32721,2.40672,89.684,12.4816,14.8548,2.61165,-0.850825,-16.3399
15,-1.22824,2.45388,90.1816,12.2719,14.7022,2.5652,0.160803,-17.1919
15.04,-1.13648,2.08861,90.6593,11.5931,15.0131,2.44251,0.166697,-17.5265
15.08,-1.06333,1.55455,91.1109,11.0385,14.9945,2.22059,0.243233,-17.5032
15.12,-1.01287,0.960917,91.5478,10.8881,15.0902,2.08531,-0.0310064,-17.2653
15.16,-0.987149,0.314181,91.9892,11.2802,15.4602,2.16082,-0.851842,-16.8651
15.2,-0.98871,-0.400458,92.4594,12.3502,15.8609,2.1588,-1.30691,-16.6617
15.24,-1.01799,-0.992845,92.9828,13.7488,15.5573,2.06216,-0.672605,-16.6969
15.28,-1.05599,-0.731977,93.5362,13.56,15.6172,2.20056,-0.617006,-16.9779
15.32,-1.06655,0.250444,94.0506,12.1493,15.7633,2.11423,-1.0927,-16.7634
15.36,-1.03554,1.28871,94.5144,11.1314,15.4781,1.85886,-0.693357,-16.7479
15.4,-0.964693,2.23562,94.9468,10.5324,15.2814,1.62908,0.217573,-17.2534
15.44,-0.858377,3.05559,95.3588,10.0749,15.1395,1.93105,0.386235,-17.5335
15.48,-0.722527,3.70539,95.7519,9.55565,14.9867,2.29115,0.356318,-17.6301
15.52,-0.564615,4.15706,96.1213,8.89283,14.8219,2.564,0.331793,-17.6304
15.56,-0.392462,4.42267,96.4618,8.12296,14.6257,2.86958,0.276459,-17.6168
15.6,-0.212709,4.54527,96.771,7.34188,14.5132,3.18727,0.149139,-17.6474
15.64,-0.0301145,4.57166,97.0502,6.63265,14.8592,3.13431,-0.0227658,-17.7388
15.68,0.152202,4.53573,97.3031,6.03505,15.3782,2.94138,-0.191515,-17.8784
15.72,0.332182,4.45727,97.5345,5.55369,15.8272,2.81961,-0.339776,-18.047
15.76,0.508364,4.34719,97.7488,5.17645,16.2044,2.75828,-0.467308,-18.2292
15.8,0.679625,4.21221,97.9498,4.88759,16.5314,2.72985,-0.575704,-18.4153
15.84,0.845077,4.0575,98.1408,4.67374,16.8214,2.71663,-0.665174,-18.6
15.88,1.00402,3.88776,98.3246,4.52532,17.0812,2.70876,-0.73547,-18.7797
15.92,1.15596,3.70733,98.5036,4.4356,17.3135,2.70141,-0.786825,-18.9517
15.96,1.30052,3.51995,98.6801,4.39888,17.5182,2.69298,-0.820211,-19.1138
16,1.43749,3.32827,98.8561,4.40842,17.6939,2.6841,-0.837206,-19.264
16.04,1.56674,3.13349,99.0333,4.45462,17.8373,2.67719,-0.839743,-19.4005
16.08,1.68813,2.93504,99.2128,4.5237,17.9441,2.67634,-0.829889,-19.5224
16.12,1.80147,2.73069,99.3952,4.59735,18.0096,2.68719,-0.809712,-19.6302
16.16,1.90646,2.51714,99.5804,4.65398,18.0299,2.71624,-0.781174,-19.7264
16.2,2.00267,2.29129,99.767,4.67193,18.0056,2.7687,-0.746056,-19.816
16.24,2.08958,2.05175,99.9534,4.63392,17.9447,2.84424,-0.705852,-19.9051
16.28,2.16665,1.80009,100.137,4.53103,17.8656,2.93221,-0.661671,-19.9991
16.32,2.23348,1.54087,100.315,4.36413,17.7933,3.01269,-0.614213,-20.0999
16.36,2.2899,1.2806,100.485,4.14212,17.7475,3.06768,-0.563852,-20.2054
16.4,2.33601,1.02611,100.646,3.8782,17.7319,3.09285,-0.510784,-20.3119
16.44,2.37215,0.783048,100.795,3.58624,17.7386,3.09493,-0.455159,-20.4152
16.48,2.39886,0.555217,100.932,3.27833,17.7592,3.08163,-0.397189,-20.5131
16.52,2.41679,0.344389,101.057,2.96392,17.7904,3.05672,-0.337254,-20.6047
16.56,2.42664,0.150629,101.17,2.64987,17.8327,3.02105,-0.276048,-20.6903
16.6,2.42905,-0.0272776,101.269,2.34108,17.8875,2.97488,-0.214761,-20.7711
16.64,2.42464,-0.191395,101.357,2.04121,17.9561,2.91969,-0.155317,-20.8484
16.68,2.41389,-0.34429,101.433,1.75331,18.0381,2.85883,-0.1006,-20.9234
16.72,2.39721,-0.488773,101.497,1.4803,18.1325,2.79752,-0.0545609,-20.9972
16.76,2.37486,-0.627722,101.552,1.22535,18.2374,2.74222,-0.021978,-21.0703
16.8,2.34703,-0.763963,101.596,0.992024,18.3505,2.69947,-0.00760903,-21.1433
16.84,2.31375,-0.900192,101.631,0.784475,18.4699,2.67433,-0.0147767,-21.2161
16.88,2.27498,-1.03894,101.659,0.607445,18.5934,2.66895,-0.0439651,-21.2886
16.92,2.23057,-1.18256,101.68,0.4663,18.7192,2.68213,-0.0923293,-21.3606
16.96,2.18028,-1.33325,101.697,0.366991,18.845,2.7102,-0.154447,-21.4314
17,2.12378,-1.49308,101.71,0.315952,18.9686,2.74863,-0.223688,-21.5002
17.04,2.06068,-1.66409,101.723,0.319832,19.0867,2.79344,-0.293299,-21.5654
17.08,1.99048,-1.84823,101.737,0.384871,19.1937,2.84241,-0.356732,-21.6251
17.12,1.91262,-2.04733,101.754,0.51547,19.2796,2.89635,-0.407261,-21.6755
17.16,1.82648,-2.26248,101.779,0.711024,19.3239,2.96224,-0.437128,-21.7112
17.2,1.73142,-2.49262,101.812,0.959341,19.2846,3.06286,-0.437406,-21.7233
17.24,1.62695,-2.73158,101.856,1.22503,19.0747,3.26652,-0.406563,-21.7008
17.28,1.51297,-2.96449,101.909,1.4362,18.694,3.61711,-0.4058,-21.637
17.32,1.39018,-3.16837,101.969,1.48774,19.1989,3.24816,-0.620608,-21.5504
17.36,1.26017,-3.3234,102.025,1.28462,19.8173,2.91168,-0.985421,-21.4929
17.4,1.12501,-3.42662,102.068,0.797522,20.1506,2.79204,-1.25256,-21.4898
17.44,0.98658,-3.48894,102.085,0.0628776,20.3176,2.73166,-1.40322,-21.504
17.48,0.846308,-3.51963,102.07,-0.861612,20.3993,2.68322,-1.49288,-21.4981
17.52,0.705449,-3.51696,102.015,-1.92497,20.4362,2.63467,-1.55207,-21.4619
17.56,0.565559,-3.46852,101.915,-3.08414,20.4451,2.58398,-1.58759,-21.4005
17.6,0.428813,-3.35683,101.767,-4.2982,20.4322,2.53048,-1.59454,-21.3229
17.64,0.298056,-3.16762,101.571,-5.52551,20.3977,2.47061,-1.55984,-21.2368
17.68,0.176446,-2.90181,101.326,-6.71828,20.3225,2.39712,-1.45095,-21.1468
17.72,0.0665116,-2.5936,101.035,-7.79463,20.119,2.31274,-1.18961,-21.0509
17.76,-0.0316377,-2.33212,100.706,-8.57436,19.4651,2.64166,-0.882913,-20.9676
17.8,-0.122419,-2.24335,100.357,-8.78329,19.3487,3.40479,-1.44176,-21.0361
17.84,-0.214131,-2.37301,100.012,-8.32077,20.1844,3.02518,-1.78885,-21.1878
17.88,-0.313926,-2.62616,99.6969,-7.41111,20.4298,2.94026,-1.9565,-21.2531
17.92,-0.424251,-2.88384,99.422,-6.31568,20.4904,2.92957,-2.04875,-21.2767
17.96,-0.543811,-3.08188,99.1922,-5.1701,20.4974,2.94764,-2.08497,-21.3101
18,-0.669752,-3.20236,99.0082,-4.03401,20.4853,2.9802,-2.08386,-21.3545
18.04,-0.799038,-3.25114,98.8689,-2.94409,20.4577,3.01964,-2.05941,-21.3946
18.08,-0.92909,-3.24351,98.7717,-1.93083,20.4112,3.05944,-2.01779,-21.4168
18.12,-1.05798,-3.1957,98.7131,-1.02035,20.3405,3.0934,-1.95801,-21.4119
18.16,-1.18438,-3.12004,98.6884,-0.234619,20.2351,3.11669,-1.86847,-21.3779
18.2,-1.3073,-3.02255,98.6924,0.406524,20.0717,3.12744,-1.71726,-21.3258
18.24,-1.42589,-2.90296,98.7187,0.884277,19.8072,3.12851,-1.4392,-21.2882
18.28,-1.53919,-2.75758,98.7607,1.18614,19.3861,3.13126,-0.959751,-21.3066
18.32,-1.64613,-2.58492,98.8114,1.31899,18.9322,3.15433,-0.433268,-21.3791
18.36,-1.74569,-2.39027,98.8645,1.31873,19.0358,3.13229,-0.437389,-21.4569
18.4,-1.8372,-2.18458,98.9158,1.2415,19.283,3.10491,-0.632656,-21.5024
18.44,-1.92046,-1.97919,98.9635,1.14232,19.3836,3.10059,-0.758202,-21.5072
18.48,-1.99565,-1.78184,99.0075,1.06019,19.3762,3.11592,-0.835987,-21.4776
18.52,-2.06316,-1.59606,99.0488,1.01625,19.3052,3.15178,-0.897714,-21.4227
18.56,-2.12349,-1.42237,99.0894,1.01873,19.1984,3.20905,-0.961953,-21.3498
18.6,-2.1771,-1.2596,99.131,1.0684,19.0724,3.28603,-1.0374,-21.264
18.64,-2.22438,-1.10568,99.1754,1.16229,18.938,3.37786,-1.12607,-21.1687
18.68,-2.26564,-0.958076,99.2245,1.29584,18.8032,3.47719,-1.22599,-21.0665
18.72,-2.30107,-0.813996,99.2796,1.46406,18.6748,3.5753,-1.33317,-20.9593
18.76,-2.33076,-0.670452,99.342,1.66207,18.5598,3.66284,-1.44265,-20.8492
18.8,-2.35467,-0.524314,99.4129,1.88543,18.4654,3.73021,-1.54838,-20.7394
18.84,-2.37263,-0.372364,99.4931,2.13018,18.3986,3.76825,-1.64234,-20.6347
18.88,-2.38434,-0.211365,99.5835,2.39287,18.3644,3.76959,-1.71323,-20.5434
18.92,-2.38938,-0.03818,99.6847,2.6703,18.3638,3.73057,-1.74566,-20.4771
18.96,-2.3872,0.150051,99.7973,2.95921,18.3929,3.65251,-1.72226,-20.4494
19,-2.37714,0.355646,99.9216,3.25574,18.4429,3.54202,-1.63047,-20.4702
19.04,-2.35849,0.580003,100.058,3.55469,18.5027,3.41165,-1.47207,-20.5384
19.08,-2.33049,0.823132,100.206,3.84872,18.5608,3.2838,-1.26978,-20.6424
19.12,-2.29242,1.08314,100.365,4.12761,18.6068,3.19652,-1.06836,-20.7661
19.16,-2.24367,1.35587,100.536,4.37801,18.6332,3.1948,-0.921018,-20.8951
19.2,-2.18386,1.63495,100.715,4.58431,18.6374,3.29362,-0.851954,-21.0206
19.24,-2.11289,1.91256,100.902,4.73115,18.6255,3.46234,-0.843864,-21.1385
19.28,-2.03098,2.181,101.093,4.80731,18.6159,3.65761,-0.874303,-21.25
19.32,-1.93861,2.43459,101.285,4.8098,18.6392,3.84247,-0.935457,-21.3592
19.36,-1.83645,2.67088,101.477,4.74571,18.7343,3.97962,-1.02481,-21.4723
19.4,-1.72516,2.89062,101.664,4.63044,18.9334,4.03788,-1.13789,-21.5948
19.44,-1.60538,3.0964,101.847,4.48288,19.2295,4.02311,-1.26855,-21.7308
19.48,-1.4776,3.29082,102.023,4.3198,19.5787,3.97415,-1.4079,-21.8827
19.52,-1.34225,3.47505,102.192,4.15164,19.9417,3.92157,-1.54437,-22.0515
19.56,-1.19975,3.648,102.355,3.98014,20.3005,3.87493,-1.66725,-22.2382
19.6,-1.05061,3.80614,102.51,3.79761,20.6503,3.83342,-1.76972,-22.4434
19.64,-0.89553,3.94367,102.658,3.58685,20.9916,3.79482,-1.84952,-22.667
19.68,-0.735492,4.05277,102.797,3.32155,21.3245,3.75874,-1.90815,-22.908
19.72,-0.571812,4.12406,102.923,2.96727,21.6471,3.72702,-1.94988,-23.1629
19.76,-0.406206,4.1474,103.032,2.4841,21.9537,3.70269,-1.98028,-23.4257
19.8,-0.240783,4.11362,103.119,1.83313,22.2334,3.68827,-2.00444,-23.6865
19.84,-0.0779432,4.01825,103.176,0.989738,22.4707,3.68406,-2.02558,-23.9315
19.88,0.0799311,3.86771,103.196,-0.037231,22.648,3.68712,-2.04508,-24.1437
19.92,0.231038,3.68525,103.172,-1.19266,22.7563,3.69092,-2.06423,-24.3076
19.96,0.37484,3.50973,103.1,-2.39234,22.8109,3.68467,-2.08584,-24.4177
20,0.512492,3.38475,102.981,-3.57397,22.8596,3.65454,-2.11422,-24.4848
20.04,0.6468,3.3482,102.814,-4.74503,22.9666,3.59312,-2.15249,-24.5343
20.08,0.781953,3.43207,102.6,-5.99501,23.1692,3.51288,-2.19663,-24.5875
20.12,0.923323,3.66057,102.332,-7.45626,23.419,3.43878,-2.2257,-24.6143
20.16,1.07603,3.9653,102.001,-9.01265,23.382,3.40467,-2.18148,-24.3998
20.2,1.23595,3.93251,101.626,-9.47897,22.1888,4.41619,-2.47976,-23.8583
20.24,1.38302,3.37333,101.266,-8.37054,23.0413,3.83367,-2.61598,-24.151
20.28,1.50526,2.75215,100.955,-7.22294,22.8139,3.73646,-2.65234,-23.9514
20.32,1.6045,2.22427,100.682,-6.55069,22.4233,3.69894,-2.73038,-23.5174
20.36,1.68403,1.75863,100.426,-6.29028,22.124,3.70941,-2.48602,-23.4618
20.4,1.74548,1.31519,100.174,-6.34768,22.0663,3.79329,-2.07726,-23.823
20.44,1.78928,0.875624,99.915,-6.64163,22.1263,3.89963,-1.88581,-24.0682
20.48,1.81579,0.457371,99.6413,-7.04664,22.0397,4.07714,-1.81151,-24.1155
20.52,1.82698,0.123052,99.3527,-7.34582,22.0233,4.10268,-1.8904,-23.9695
20.56,1.8277,-0.059975,99.0579,-7.33128,22.5372,3.67048,-2.16129,-23.7836
20.6,1.82415,-0.0982986,98.7703,-7.01533,22.7892,3.45421,-2.32116,-23.735
20.64,1.82084,-0.0607624,98.4982,-6.58353,22.7791,3.3564,-2.34985,-23.7039
20.68,1.81951,-0.00550788,98.2431,-6.18505,22.6433,3.30033,-2.32783,-23.6319
20.72,1.82028,0.0417563,98.0022,-5.8791,22.4586,3.27394,-2.26593,-23.5538
20.76,1.82266,0.0748834,97.7714,-5.67616,22.2605,3.28675,-2.17016,-23.5017
20.8,1.8261,0.0953076,97.5468,-5.57148,22.066,3.35776,-2.06943,-23.4813
20.84,1.83016,0.106301,97.3245,-5.55851,21.8862,3.49703,-2.00253,-23.4765
20.88,1.83451,0.110206,97.1009,-5.63116,21.732,3.68153,-1.98694,-23.4607
20.92,1.83887,0.105876,96.873,-5.7794,21.6127,3.8596,-2.01611,-23.4044
20.96,1.84276,0.08466,96.6379,-5.9777,21.5506,3.97571,-2.09155,-23.2865
21,1.84515,0.0257784,96.3948,-6.16974,21.6731,3.96901,-2.23834,-23.1718
21.04,1.84392,-0.10083,96.1455,-6.27268,22.0069,3.91571,-2.35815,-23.2907
21.08,1.8359,-0.314651,95.895,-6.23038,22.2693,3.92233,-2.3706,-23.5633
21.12,1.81769,-0.606402,95.6488,-6.06106,22.3579,3.95254,-2.35524,-23.7587
21.16,1.78671,-0.94915,95.4111,-5.81882,22.3292,3.97541,-2.33475,-23.852
21.2,1.74141,-1.31814,95.1839,-5.5342,22.2542,3.97728,-2.31029,-23.8771
21.24,1.68114,-1.69587,94.9689,-5.20274,22.1791,3.95493,-2.285,-23.8632
21.28,1.60581,-2.06901,94.7686,-4.79918,22.126,3.91481,-2.26618,-23.8294
21.32,1.51584,-2.42611,94.5864,-4.29171,22.1004,3.87112,-2.26314,-23.7884
21.36,1.41206,-2.75793,94.427,-3.65138,22.0969,3.83954,-2.28201,-23.7474
21.4,1.29561,-3.05966,94.2963,-2.8582,22.1053,3.82931,-2.3215,-23.709
21.44,1.16766,-3.33369,94.2005,-1.90368,22.1164,3.84009,-2.37425,-23.6711
21.48,1.02913,-3.59174,94.1462,-0.789376,22.1268,3.86448,-2.43194,-23.6272
21.52,0.880254,-3.85523,94.1394,0.476986,22.1387,3.89092,-2.48737,-23.5663
21.56,0.720287,-4.15009,94.1861,1.87488,22.1446,3.9044,-2.52703,-23.4685
21.6,0.547708,-4.48172,94.29,3.3016,22.0587,3.88188,-2.49019,-23.2861
21.64,0.362349,-4.76201,94.4454,4.3437,21.4734,3.72311,-1.94182,-22.993
21.68,0.170146,-4.79903,94.622,4.26973,21.1054,4.26298,-1.99611,-23.1177
21.72,-0.0182685,-4.59886,94.7715,3.08249,21.8519,4.12537,-2.3579,-23.4697
21.76,-0.19719,-4.34916,94.8633,1.47791,21.9737,4.08833,-2.35608,-23.6654
21.8,-0.366592,-4.125,94.8894,-0.163068,21.9826,4.07598,-2.31417,-23.7756
21.84,-0.527308,-3.90902,94.8512,-1.73363,21.9777,4.07684,-2.27884,-23.8441
21.88,-0.678903,-3.66263,94.7522,-3.19139,21.9694,4.09036,-2.25316,-23.8887
21.92,-0.819467,-3.35316,94.5978,-4.50502,21.9594,4.11867,-2.2381,-23.9186
21.96,-0.94607,-2.96321,94.394,-5.66017,21.9595,4.16074,-2.24072,-23.9371
22,-1.05545,-2.4937,94.1469,-6.67051,21.9864,4.20607,-2.26856,-23.9368
22.04,-1.14476,-1.96522,93.8618,-7.57127,22.04,4.23617,-2.32149,-23.8925
22.08,-1.2125,-1.42608,93.5425,-8.37265,22.0597,4.23791,-2.39121,-23.7434
22.12,-1.26,-0.975697,93.1948,-8.95159,21.8564,4.22278,-2.45468,-23.3709
22.16,-1.29364,-0.750781,92.8332,-9.03338,21.0946,4.38101,-2.20085,-23.0075
22.2,-1.32353,-0.776764,92.4795,-8.58365,20.7879,4.70781,-1.91214,-23.3977
22.24,-1.35743,-0.927517,92.149,-7.93898,21.0945,4.52014,-1.89375,-23.6519
22.28,-1.39791,-1.09436,91.8434,-7.35906,21.1275,4.37804,-1.80882,-23.7277
22.32,-1.44464,-1.23712,91.5584,-6.91842,21.0899,4.20036,-1.66784,-23.7188
22.36,-1.49647,-1.34971,91.2881,-6.61663,21.0448,3.97819,-1.4789,-23.6714
22.4,-1.55228,-1.43698,91.0274,-6.43971,21.0013,3.74168,-1.26208,-23.6089
22.44,-1.61119,-1.5064,90.7714,-6.3768,20.9566,3.58453,-1.09765,-23.5462
22.48,-1.67265,-1.56507,90.5158,-6.42164,20.9062,3.63489,-1.10053,-23.4955
22.52,-1.73632,-1.61768,90.2563,-6.56902,20.8454,3.84566,-1.21003,-23.4692
22.56,-1.80198,-1.66349,89.9891,-6.80675,20.7728,4.06419,-1.26428,-23.4808
22.6,-1.86916,-1.69099,89.711,-7.10051,20.7157,4.17646,-1.17398,-23.543
22.64,-1.93664,-1.67168,89.4213,-7.37351,20.7735,4.10226,-0.971,-23.661
22.68,-2.00169,-1.56238,89.123,-7.50522,20.9741,4.06735,-0.949301,-23.818
22.72,-2.05997,-1.33087,88.8242,-7.39307,21.1433,4.22978,-1.14865,-23.9741
22.76,-2.10667,-0.988928,88.5348,-7.04354,21.1844,4.39379,-1.30381,-24.0958
22.8,-2.13828,-0.586115,88.2624,-6.56559,21.1347,4.50211,-1.37728,-24.176
22.84,-2.15342,-0.172106,88.0096,-6.0796,21.0714,4.54471,-1.40039,-24.2248
22.88,-2.15228,0.225016,87.7751,-5.66432,21.0549,4.51692,-1.39844,-24.2547
22.92,-2.13575,0.597547,87.555,-5.36056,21.1111,4.42793,-1.38679,-24.2754
22.96,-2.10474,0.950374,87.3444,-5.19093,21.2399,4.29908,-1.37463,-24.2931
23,-2.05983,1.29504,87.1377,-5.17436,21.4293,4.15367,-1.36689,-24.3099
23.04,-2.00106,1.64555,86.9282,-5.33069,21.6589,4.01201,-1.36455,-24.323
23.08,-1.92798,2.01061,86.7088,-5.66397,21.8851,3.89629,-1.36462,-24.3197
23.12,-1.84024,2.37046,86.4737,-6.08918,21.9987,3.85083,-1.36104,-24.2712
23.16,-1.7395,2.64332,86.2243,-6.31677,21.7881,3.98499,-1.34571,-24.1531
23.2,-1.63112,2.74878,85.9754,-6.04438,21.106,4.44899,-1.31036,-24.0301
23.24,-1.52111,2.74304,85.7459,-5.39474,20.4551,4.8881,-1.26975,-23.987
23.28,-1.41173,2.73042,85.5451,-4.64121,20.441,4.77157,-1.25116,-23.9931
23.32,-1.30208,2.76063,85.3746,-3.88422,20.5463,4.62895,-1.26297,-24.0174
23.36,-1.19014,2.84611,85.2346,-3.10978,20.693,4.53245,-1.29999,-24.0566
23.4,-1.07365,2.98682,85.1266,-2.27346,20.8905,4.45195,-1.34984,-24.1116
23.44,-0.950525,3.17712,85.054,-1.33536,21.099,4.40012,-1.40153,-24.1798
23.48,-0.818978,3.40511,85.0214,-0.275954,21.2622,4.40864,-1.44947,-24.2562
23.52,-0.677869,3.65139,85.0335,0.897324,21.3376,4.50089,-1.49013,-24.3376
23.56,-0.526959,3.89056,85.0943,2.15541,21.3023,4.68727,-1.51799,-24.4259
23.6,-0.367092,4.09456,85.2066,3.46234,21.1541,4.9657,-1.52551,-24.5294
23.64,-0.200253,4.23397,85.3715,4.78612,20.9338,5.29548,-1.50471,-24.6589
23.68,-0.0296784,4.27517,85.5893,6.09473,20.7909,5.52367,-1.44777,-24.8201
23.72,0.139905,4.17699,85.8583,7.34264,20.873,5.48946,-1.34902,-25.0053
23.76,0.302023,3.89516,86.1751,8.47105,21.087,5.2722,-1.21182,-25.1927
23.8,0.448638,3.39908,86.5339,9.44388,21.3487,4.98862,-1.08433,-25.3532
