t,th1,w1,th2,w2,l1,l2,l3,l4
35.96,0.796539,-3.39818,152.965,-2.12223,34.1498,6.20835,-5.06618,-35.4574
36,0.65954,-3.44152,152.856,-3.36443,34.2086,6.21569,-5.06977,-35.5233
36.04,0.52227,-3.40594,152.696,-4.66373,34.2405,6.25007,-5.06173,-35.5948
36.08,0.388576,-3.25741,152.483,-5.98487,34.2529,6.29746,-5.0575,-35.6467
36.12,0.263557,-2.96888,152.217,-7.30842,34.2671,6.32595,-5.07116,-35.6448
36.16,0.153077,-2.53136,151.898,-8.64731,34.3108,6.30483,-5.10986,-35.5639
36.2,0.0626666,-1.97702,151.524,-10.0199,34.3689,6.27365,-5.12797,-35.462
36.24,-0.00534862,-1.45273,151.098,-11.2409,34.2388,6.47689,-4.98122,-35.5522
36.28,-0.0586451,-1.30093,150.637,-11.5811,33.2791,7.45228,-4.74166,-35.7681
36.32,-0.116712,-1.66517,150.189,-10.6967,33.326,7.29216,-4.52619,-35.9713
36.36,-0.194283,-2.21695,149.787,-9.3575,33.5469,7.00837,-4.41562,-36.1484
36.4,-0.293128,-2.70558,149.44,-8.02217,33.4771,7.05509,-4.36301,-36.2666
36.44,-0.408854,-3.05624,149.145,-6.73291,33.3705,7.12462,-4.31364,-36.3257
36.48,-0.535681,-3.26211,148.901,-5.46328,33.2735,7.16296,-4.26059,-36.3406
36.52,-0.668133,-3.34186,148.707,-4.21381,33.1813,7.18464,-4.2114,-36.3264
36.56,-0.801741,-3.32516,148.563,-3.00977,33.0788,7.21312,-4.17046,-36.2944
36.6,-0.933288,-3.24401,148.466,-1.88338,32.9583,7.25757,-4.13352,-36.2518
36.64,-1.06079,-3.12687,148.411,-0.860312,32.8275,7.30668,-4.09016,-36.2035
36.68,-1.18325,-2.99563,148.395,0.0459981,32.7149,7.32713,-4.02838,-36.1525
36.72,-1.30044,-2.86462,148.413,0.833696,32.6645,7.26968,-3.93628,-36.1012
36.76,-1.41253,-2.74088,148.46,1.50736,32.6959,7.10487,-3.80006,-36.0509
36.8,-1.51981,-2.62445,148.532,2.07033,32.7698,6.85156,-3.59956,-36.0023
36.84,-1.62249,-2.50857,148.624,2.51665,32.8169,6.54878,-3.31255,-35.9549
36.88,-1.72034,-2.38063,148.732,2.82838,32.7858,6.30235,-3.00905,-35.9084
36.92,-1.8126,-2.22739,148.849,2.98832,32.6974,6.4312,-3.04826,-35.8633
36.96,-1.89813,-2.0444,148.969,3.00842,32.6783,6.6888,-3.32102,-35.8225
37,-1.97587,-1.8404,149.088,2.94155,32.7522,6.72351,-3.49401,-35.79
37.04,-2.04527,-1.62972,149.204,2.85464,32.8142,6.63321,-3.54419,-35.7685
37.08,-2.1063,-1.42247,149.317,2.79633,32.8301,6.51124,-3.51513,-35.7588
37.12,-2.15916,-1.22185,149.428,2.78947,32.8123,6.39439,-3.44581,-35.7602
37.16,-2.20411,-1.02628,149.541,2.83962,32.7749,6.30016,-3.36279,-35.7714
37.2,-2.24128,-0.831853,149.656,2.9443,32.7252,6.23704,-3.28001,-35.7909
37.24,-2.27061,-0.633762,149.777,3.09845,32.6658,6.20575,-3.20021,-35.8172
37.28,-2.29186,-0.427076,149.905,3.29678,32.5965,6.20141,-3.11856,-35.8491
37.32,-2.3046,-0.207101,150.041,3.53445,32.517,6.21691,-3.02772,-35.8855
37.36,-2.3082,0.0302719,150.188,3.8067,32.4296,6.24547,-2.92306,-35.9259
37.4,-2.3019,0.288077,150.346,4.10791,32.3441,6.28098,-2.80834,-35.9702
37.44,-2.28486,0.567533,150.517,4.43011,32.2861,6.31501,-2.70069,-36.0189
37.48,-2.25623,0.867049,150.701,4.76124,32.2938,6.33235,-2.62397,-36.0728
37.52,-2.2153,1.18118,150.898,5.08361,32.3847,6.31752,-2.58195,-36.133
37.56,-2.16167,1.50013,151.107,5.37399,32.5284,6.27191,-2.5494,-36.2009
37.6,-2.0954,1.81074,151.327,5.60713,32.6812,6.21974,-2.51254,-36.2771
37.64,-2.0171,2.09962,151.555,5.7641,32.8227,6.20422,-2.50144,-36.3616
37.68,-1.92785,2.35767,151.787,5.84261,32.9559,6.24098,-2.54175,-36.4533
37.72,-1.82893,2.58308,152.021,5.86288,33.0898,6.27555,-2.59281,-36.5504
37.76,-1.72158,2.7806,152.256,5.86349,33.2271,6.24856,-2.59954,-36.6509
37.8,-1.60676,2.95727,152.491,5.88989,33.3648,6.1445,-2.54201,-36.7537
37.84,-1.4852,3.11786,152.728,5.98333,33.4982,5.98339,-2.43245,-36.8593
37.88,-1.35755,3.26154,152.971,6.1744,33.6236,5.81965,-2.31778,-36.9692
37.92,-1.22461,3.38003,153.223,6.48029,33.741,5.74657,-2.28834,-37.0856
37.96,-1.0877,3.45661,153.491,6.90311,33.8585,5.82176,-2.40765,-37.2107
38,-0.948976,3.46602,153.777,7.42928,33.9877,5.98197,-2.62358,-37.3441
38.04,-0.811736,3.37685,154.086,8.0332,34.1254,6.14536,-2.85241,-37.4815
38.08,-0.680572,3.15737,154.42,8.69058,34.2423,6.29254,-3.04791,-37.6123
38.12,-0.561217,2.7834,154.782,9.40336,34.3026,6.43841,-3.19147,-37.7197
38.16,-0.460131,2.24304,155.174,10.2314,34.3002,6.58557,-3.28152,-37.7783
38.2,-0.384001,1.53724,155.604,11.3173,34.3002,6.67283,-3.33688,-37.742
38.24,-0.338863,0.712952,156.085,12.8121,34.2048,6.70564,-3.37533,-37.4796
38.28,-0.324337,0.1156,156.628,14.1462,34.3292,6.25467,-3.45795,-36.9083
38.32,-0.315932,0.46577,157.188,13.5365,35.4055,6.11239,-3.6969,-37.6786
38.36,-0.279335,1.39018,157.698,11.9185,35.3387,6.14126,-3.50952,-38.0135
38.4,-0.205436,2.28044,158.146,10.5541,35.2095,6.14386,-3.3948,-38.1113
38.44,-0.0993173,2.99243,158.545,9.40567,35.2229,6.10981,-3.38345,-38.1314
38.48,0.0311687,3.4966,158.899,8.27422,35.3458,6.04607,-3.43463,-38.1239
38.52,0.177607,3.79202,159.206,7.06325,35.5062,5.98289,-3.51374,-38.1112
38.56,0.332054,3.90269,159.462,5.76951,35.6611,5.93527,-3.60049,-38.1043
38.6,0.487897,3.86922,159.667,4.43765,35.7964,5.89847,-3.68249,-38.1061
38.64,0.640264,3.73605,159.818,3.12279,35.9085,5.86312,-3.75304,-38.1127
38.68,0.785991,3.54332,159.917,1.87352,35.9964,5.82244,-3.80985,-38.1172
38.72,0.923383,3.32431,159.969,0.727309,36.0628,5.77124,-3.85326,-38.1123
38.76,1.05193,3.10489,159.977,-0.292315,36.1171,5.7047,-3.88538,-38.0937
38.8,1.17202,2.90321,159.947,-1.17883,36.1739,5.61991,-3.91002,-38.0608
38.84,1.28457,2.72994,159.885,-1.9426,36.248,5.51937,-3.93239,-38.0163
38.88,1.39085,2.58957,159.793,-2.60603,36.3476,5.41327,-3.958,-37.9648
38.92,1.49218,2.48171,159.677,-3.1954,36.4694,5.31797,-3.99068,-37.9093
38.96,1.58976,2.40104,159.538,-3.72993,36.5928,5.25255,-4.03132,-37.8466
39,1.68445,2.33406,159.379,-4.205,36.6709,5.23997,-4.08061,-37.7611
39.04,1.77631,2.25346,159.203,-4.57151,36.6204,5.31853,-4.1461,-37.6259
39.08,1.86403,2.12173,159.016,-4.74623,36.3538,5.54153,-4.23844,-37.4363
39.12,1.94508,1.9199,158.827,-4.70295,35.9714,5.8213,-4.32801,-37.2606
39.16,2.01696,1.66853,158.642,-4.53759,35.82,5.83432,-4.36014,-37.1631
39.2,2.07835,1.40017,158.464,-4.3771,35.8333,5.68209,-4.32782,-37.1506
39.24,2.12897,1.1313,158.291,-4.29134,35.8959,5.54104,-4.23488,-37.2531
39.28,2.16886,0.86299,158.119,-4.29895,36.0114,5.44526,-4.11746,-37.4588
39.32,2.19794,0.589491,157.945,-4.39679,36.1663,5.39703,-4.02359,-37.7032
39.36,2.21585,0.303397,157.766,-4.5761,36.3379,5.38835,-3.96688,-37.9411
39.4,2.22195,-0.0019912,157.578,-4.82736,36.5104,5.41213,-3.94125,-38.1558
39.44,2.21537,-0.331157,157.379,-5.13984,36.6715,5.46413,-3.93702,-38.342
39.48,2.19513,-0.684606,157.167,-5.49852,36.8081,5.53993,-3.94348,-38.4954
39.52,2.16035,-1.05656,156.939,-5.87978,36.9028,5.63315,-3.94793,-38.6098
39.56,2.11055,-1.43279,156.696,-6.24782,36.9327,5.73541,-3.93538,-38.6768
39.6,2.04597,-1.79075,156.44,-6.55657,36.8739,5.83709,-3.88964,-38.6907
39.64,1.96788,-2.10497,156.173,-6.76354,36.7213,5.92711,-3.80313,-38.6564
39.68,1.87841,-2.35751,155.9,-6.85363,36.5413,5.98821,-3.71074,-38.599
39.72,1.78014,-2.54576,155.626,-6.85439,36.4772,5.99504,-3.69323,-38.56
39.76,1.67547,-2.67963,155.353,-6.82393,36.5535,5.94563,-3.73219,-38.5764
39.8,1.56633,-2.77105,155.08,-6.82239,36.6793,5.87755,-3.75159,-38.6635
39.84,1.45428,-2.82541,154.806,-6.89164,36.8124,5.86998,-3.78834,-38.8133
39.88,1.34084,-2.83899,154.527,-7.05162,36.9442,5.97604,-3.90113,-39.0055
39.92,1.22785,-2.80062,154.24,-7.30622,37.07,6.14829,-4.05365,-39.2184
39.96,1.11769,-2.69473,153.942,-7.65269,37.1827,6.32609,-4.18989,-39.4341
40,1.01339,-2.50487,153.627,-8.09284,37.2752,6.48773,-4.28835,-39.6367
40.04,0.91862,-2.21645,153.293,-8.64645,37.3496,6.62469,-4.34785,-39.8087
