t,th1,w1,th2,w2,l1,l2,l3,l4
28.015,-2.12939,-1.03901,52.201,-2.98272,22.4012,2.06204,-0.287059,-24.1318
28.055,-2.16901,-0.943907,52.078,-3.17556,22.4366,2.0439,-0.31352,-24.0971
28.075,-2.18745,-0.90107,52.0134,-3.28401,22.4708,2.03466,-0.350526,-24.0535
28.095,-2.20507,-0.861235,51.9466,-3.39933,22.4855,2.033,-0.372572,-24.0264
28.115,-2.22192,-0.82416,51.8774,-3.52044,22.4973,2.03309,-0.396771,-23.9943
28.135,-2.23805,-0.789462,51.8057,-3.64593,22.5044,2.03474,-0.422832,-23.9557
28.155,-2.25351,-0.756579,51.7315,-3.77401,22.5049,2.0378,-0.450005,-23.9095
28.195,-2.2825,-0.692891,51.5754,-4.02801,22.4964,2.0421,-0.476328,-23.8552
28.215,-2.29603,-0.659762,51.4937,-4.1473,22.439,2.05368,-0.501144,-23.7362
28.235,-2.30887,-0.623796,51.4096,-4.25587,22.3827,2.06055,-0.467731,-23.6968
28.255,-2.32095,-0.583248,51.3235,-4.34875,22.3036,2.06798,-0.366452,-23.705
28.275,-2.33216,-0.536307,51.2358,-4.42078,22.2025,2.07658,-0.177243,-23.7831
28.295,-2.34235,-0.481278,51.1469,-4.46702,22.0906,2.08924,0.0780415,-23.9246
28.315,-2.35134,-0.416819,51.0573,-4.4835,22.0006,2.11287,0.328187,-24.099
28.335,-2.35895,-0.342157,50.9678,-4.46782,21.9821,2.1525,0.487974,-24.2766
28.355,-2.36496,-0.257247,50.8788,-4.41965,22.0544,2.19833,0.529983,-24.44
28.375,-2.36918,-0.162793,50.7912,-4.34088,22.179,2.23773,0.49785,-24.5817
28.395,-2.37142,-0.0601393,50.7054,-4.23532,22.3072,2.26971,0.439665,-24.6999
28.415,-2.37154,0.048947,50.6219,-4.10818,22.4136,2.29762,0.378983,-24.7954
28.435,-2.36943,0.162531,50.5412,-3.96535,22.4914,2.32378,0.323586,-24.8705
28.455,-2.36502,0.278746,50.4634,-3.81278,22.5421,2.34915,0.275029,-24.9278
28.475,-2.35828,0.39596,50.3887,-3.65596,22.5701,2.37392,0.23289,-24.9702
28.515,-2.33777,0.628538,50.2487,-3.34798,22.5802,2.39794,0.196267,-25.0007
28.535,-2.32406,0.74236,50.1832,-3.20407,22.5656,2.44271,0.135985,-25.0354
28.555,-2.30809,0.854036,50.1204,-3.07055,22.5488,2.46295,0.110761,-25.044
28.575,-2.28991,0.963518,50.0602,-2.94949,22.53,2.48158,0.0879084,-25.0493
28.595,-2.26956,1.07096,50.0024,-2.84259,22.5116,2.49858,0.0668194,-25.0525
28.635,-2.2225,1.2811,49.8922,-2.67684,22.4957,2.51407,0.0469323,-25.055
28.675,-2.16711,1.4884,49.7872,-2.58364,22.4776,2.5414,0.00881203,-25.0618
28.715,-2.1034,1.69833,49.6844,-2.57369,22.4847,2.56553,-0.0294709,-25.0756
28.755,-2.03112,1.91781,49.5801,-2.66006,22.5225,2.58764,-0.0690103,-25.0998
28.775,-1.99161,2.03372,49.5261,-2.74439,22.5941,2.60691,-0.108675,-25.135
28.795,-1.94973,2.15534,49.4701,-2.85921,22.6432,2.61464,-0.127705,-25.1564
28.815,-1.90535,2.28391,49.4115,-3.00684,22.7014,2.62051,-0.145627,-25.1796
28.835,-1.85832,2.4206,49.3496,-3.18907,22.7681,2.62411,-0.161999,-25.2039
28.855,-1.80847,2.56625,49.2837,-3.40629,22.8423,2.62518,-0.176424,-25.2281
28.865,-1.78243,2.64248,49.249,-3.52734,22.9216,2.62392,-0.188587,-25.2504
28.875,-1.75561,2.72084,49.2131,-3.65568,22.9618,2.62267,-0.193757,-25.26
28.885,-1.728,2.80105,49.1759,-3.78995,23.0012,2.6213,-0.198308,-25.2681
28.905,-1.67035,2.96495,49.0973,-4.06751,23.0387,2.62016,-0.202249,-25.274
28.915,-1.64029,3.04698,49.056,-4.20422,23.1011,2.62074,-0.208406,-25.277
28.925,-1.60941,3.1275,49.0133,-4.33354,23.1217,2.62409,-0.210712,-25.2727
28.935,-1.57775,3.20502,48.9693,-4.44979,23.1318,2.63101,-0.21258,-25.2635
28.945,-1.54533,3.27782,48.9243,-4.5466,23.1281,2.64307,-0.214071,-25.2489
28.955,-1.51221,3.3442,48.8785,-4.61743,23.1073,2.66223,-0.215229,-25.2287
28.965,-1.47847,3.4026,48.8321,-4.65626,23.0663,2.69087,-0.216078,-25.2029
28.975,-1.44419,3.45188,48.7855,-4.65839,23.0023,2.73179,-0.216605,-25.1724
28.985,-1.40947,3.49148,48.739,-4.62104,22.9129,2.78808,-0.216777,-25.1388
28.995,-1.37439,3.52155,48.6932,-4.54378,22.797,2.86293,-0.216563,-25.1041
29.005,-1.33906,3.54289,48.6483,-4.42831,22.6543,2.95927,-0.215989,-25.0707
29.015,-1.30356,3.55679,48.6047,-4.27812,22.4858,3.07931,-0.215176,-25.0409
29.025,-1.26795,3.56486,48.5628,-4.09771,22.2934,3.22395,-0.214359,-25.0163
29.035,-1.23228,3.56878,48.5229,-3.89191,22.0806,3.39185,-0.213836,-24.9976
29.045,-1.19658,3.57014,48.4851,-3.66535,21.8544,3.57772,-0.213908,-24.9849
29.055,-1.16088,3.57032,48.4496,-3.42206,21.6284,3.76866,-0.2148,-24.9776
29.075,-1.08947,3.57139,48.3864,-2.89773,21.4286,3.93887,-0.21663,-24.975
29.095,-1.01799,3.57797,48.334,-2.33653,21.2471,4.07766,-0.223056,-24.9805
29.115,-0.946294,3.59259,48.2931,-1.74687,21.3604,3.94293,-0.232408,-24.9975
29.135,-0.874227,3.61537,48.2643,-1.13166,21.5548,3.74719,-0.243395,-25.0243
29.155,-0.801634,3.64479,48.248,-0.491286,21.7388,3.58034,-0.254809,-25.0604
29.175,-0.728409,3.67811,48.2448,0.174375,21.9016,3.45147,-0.265823,-25.1056
29.195,-0.654508,3.71171,48.2551,0.864712,22.0452,3.35612,-0.276039,-25.1592
29.215,-0.579968,3.74119,48.2795,1.57776,22.1712,3.28972,-0.285345,-25.2198
29.235,-0.504921,3.76154,48.3184,2.30994,22.2803,3.24871,-0.293672,-25.2857
29.255,-0.429603,3.76729,48.372,3.05619,22.3722,3.22995,-0.300778,-25.3553
29.275,-0.354365,3.75268,48.4407,3.81026,22.4467,3.23033,-0.30613,-25.4266
29.295,-0.27967,3.71194,48.5244,4.56537,22.5036,3.24656,-0.30887,-25.4974
29.315,-0.206098,3.63955,48.6232,5.31495,22.5429,3.27505,-0.307845,-25.5656
29.335,-0.134332,3.53065,48.7369,6.05369,22.565,3.31181,-0.301651,-25.6286
29.345,-0.0993639,3.46125,48.7993,6.41792,22.5708,3.35216,-0.288663,-25.6834
29.355,-0.065142,3.38135,48.8653,6.77854,22.5682,3.37196,-0.279055,-25.7068
29.365,-0.0317727,3.2907,48.9349,7.13569,22.5624,3.39041,-0.267046,-25.7269
29.375,0.000635422,3.18911,49.008,7.48977,22.554,3.4065,-0.252383,-25.7432
29.385,0.0319728,3.07655,49.0846,7.84144,22.5436,3.4191,-0.234812,-25.7552
29.395,0.06213,2.95309,49.1648,8.19162,22.5321,3.42687,-0.214092,-25.7625
29.405,0.0909992,2.81899,49.2485,8.54143,22.5207,3.42827,-0.190018,-25.7645
29.415,0.118476,2.67466,49.3356,8.89213,22.5108,3.4216,-0.162463,-25.7607
29.425,0.14446,2.52078,49.4263,9.24496,22.5042,3.40503,-0.131438,-25.7506
29.435,0.168863,2.35833,49.5206,9.60092,22.5027,3.37684,-0.0971935,-25.7339
29.445,0.191603,2.18873,49.6184,9.96037,22.5085,3.33575,-0.0603504,-25.7105
29.455,0.21262,2.01403,49.7198,10.3225,22.5235,3.28158,-0.0220632,-25.6812
29.465,0.231876,1.8371,49.8248,10.6847,22.5494,3.21612,0.0158427,-25.6476
29.475,0.249368,1.66198,49.9334,11.0411,22.5869,3.14439,0.0508435,-25.6134
29.485,0.26514,1.49412,50.0456,11.382,22.6353,3.07585,0.0798444,-25.5854
29.49,0.272411,1.41505,50.1029,11.5424,22.6922,3.0249,0.099308,-25.5735
29.495,0.279298,1.34056,50.161,11.6931,22.7224,3.01145,0.104246,-25.5771
29.5,0.285826,1.27173,50.2198,11.8317,22.7527,3.00878,0.105354,-25.5886
29.505,0.292027,1.20969,50.2793,11.9554,22.7823,3.01834,0.102308,-25.6086
29.51,0.297936,1.15556,50.3393,12.0616,22.8102,3.0407,0.0950764,-25.637
29.515,0.303597,1.11038,50.3999,12.1476,22.8355,3.07533,0.0840455,-25.6732
29.52,0.309057,1.07508,50.4608,12.2111,22.8571,3.1207,0.070048,-25.7159
29.525,0.314366,1.05035,50.5219,12.2504,22.8742,3.17448,0.0542621,-25.7633
29.535,0.324751,1.03421,50.6445,12.2521,22.8861,3.23398,0.0380219,-25.8138
29.54,0.329939,1.04281,50.7057,12.2145,22.8932,3.35961,0.00912004,-25.9174
29.545,0.335197,1.06204,50.7666,12.1527,22.8883,3.42127,-0.00165956,-25.968
29.55,0.340576,1.0912,50.8272,12.0684,22.8782,3.47989,-0.00924066,-26.0164
29.555,0.346124,1.12939,50.8873,11.964,22.8636,3.53431,-0.0134255,-26.0622
29.56,0.351883,1.17556,50.9468,11.8422,22.8453,3.58372,-0.0142608,-26.1051
29.565,0.357891,1.2286,51.0057,11.7057,22.8242,3.62764,-0.0119841,-26.1448
29.57,0.364179,1.28736,51.0638,11.5575,22.8013,3.66583,-0.00697072,-26.1814
29.575,0.370772,1.35077,51.1212,11.4,22.7776,3.69826,0.000316194,-26.215
29.585,0.384955,1.48747,51.2336,11.0669,22.7541,3.72504,0.00936762,-26.2457
29.595,0.400546,1.63165,51.3425,10.7216,22.7105,3.76273,0.0307026,-26.2991
29.605,0.417594,1.77786,51.448,10.3749,22.6752,3.78183,0.0531973,-26.3432
29.615,0.436097,1.92219,51.5501,10.0333,22.6511,3.78584,0.0738119,-26.3797
29.625,0.456022,2.06188,51.6487,9.70002,22.6391,3.77828,0.0905399,-26.4099
29.635,0.477313,2.19508,51.7441,9.37655,22.6386,3.76221,0.102392,-26.4348
29.645,0.499898,2.32054,51.8363,9.0629,22.6486,3.74009,0.109213,-26.4554
29.655,0.523696,2.43749,51.9254,8.75842,22.6675,3.71377,0.111424,-26.4725
29.665,0.548618,2.54543,52.0115,8.46207,22.6936,3.68462,0.10976,-26.4866
29.675,0.574573,2.64409,52.0946,8.17275,22.7254,3.65363,0.105058,-26.4981
29.685,0.601468,2.73337,52.175,7.88936,22.7613,3.62155,0.0981134,-26.5076
29.705,0.657703,2.88388,52.3272,7.33661,22.8,3.58895,0.0896048,-26.5153
29.725,0.716581,2.99799,52.4685,6.79802,22.8823,3.52393,0.0698835,-26.5263
29.745,0.777394,3.07778,52.5992,6.27042,22.966,3.46131,0.0485858,-26.5329
29.765,0.839481,3.126,52.7194,5.75301,23.0473,3.40272,0.0269118,-26.5363
29.785,0.902245,3.14587,52.8294,5.24671,23.124,3.34893,0.00535984,-26.5371
29.805,0.96515,3.14086,52.9293,4.75356,23.1952,3.29987,-0.0157354,-26.536
29.825,1.02774,3.1145,53.0196,4.27617,23.2603,3.25488,-0.0359623,-26.5333
29.845,1.08961,3.07023,53.1005,3.81735,23.3195,3.21294,-0.0548028,-26.529
29.865,1.15045,3.0113,53.1725,3.37974,23.3728,3.1729,-0.0717053,-26.5233
29.885,1.20998,2.94065,53.2359,2.96567,23.4207,3.13363,-0.0861742,-26.5161
29.905,1.26801,2.8609,53.2913,2.57704,23.4635,3.09418,-0.0978356,-26.5074
29.925,1.32438,2.77431,53.3391,2.21525,23.5018,3.05376,-0.106469,-26.4969
29.945,1.37895,2.68281,53.38,1.88123,23.536,3.01182,-0.112014,-26.4847
29.965,1.43167,2.58796,53.4146,1.57543,23.5666,2.96797,-0.114564,-26.4704
29.985,1.48246,2.49105,53.4433,1.29792,23.5942,2.92206,-0.114357,-26.4542
30.005,1.5313,2.39305,53.4667,1.04841,23.6193,2.87408,-0.111771,-26.4359
30.025,1.57818,2.29473,53.4854,0.826282,23.6423,2.82426,-0.107318,-26.4154
30.045,1.62309,2.19662,53.4999,0.630727,23.6638,2.77298,-0.101653,-26.3929
30.065,1.66605,2.09908,53.5108,0.460739,23.684,2.72086,-0.0955696,-26.3682
30.085,1.70706,2.00233,53.5185,0.315192,23.7033,2.66869,-0.0900094,-26.3414
30.105,1.74615,1.90649,53.5235,0.19288,23.722,2.61747,-0.0860443,-26.3127
30.125,1.78333,1.81156,53.5264,0.0925506,23.7402,2.56835,-0.0848482,-26.282
30.165,1.85203,1.62428,53.527,-0.0472248,23.7582,2.52257,-0.087638,-26.2497
30.205,1.9133,1.43975,53.5235,-0.114163,23.7934,2.44583,-0.109678,-26.1804
30.245,1.96724,1.25707,53.5187,-0.117938,23.828,2.39484,-0.1587,-26.1067
30.285,2.01388,1.07544,53.5148,-0.0677839,23.862,2.37162,-0.234909,-26.0315
30.325,2.05328,0.894384,53.5139,0.0274901,23.8955,2.37182,-0.331064,-25.9589
30.365,2.08544,0.713797,53.5175,0.159457,23.9287,2.38727,-0.434719,-25.8947
30.405,2.11039,0.533902,53.527,0.320055,23.9618,2.40947,-0.531829,-25.8459
30.445,2.12817,0.3552,53.5434,0.501589,23.995,2.43172,-0.609876,-25.8193
30.485,2.13883,0.178387,53.5673,0.696715,24.0285,2.44962,-0.660177,-25.8201
30.525,2.14247,0.00425443,53.5992,0.898436,24.0625,2.46054,-0.679202,-25.8495
30.565,2.13922,-0.166416,53.6392,1.1001,24.0976,2.46301,-0.668342,-25.9048
30.605,2.12922,-0.332976,53.6871,1.29547,24.1346,2.45634,-0.632352,-25.9811
30.645,2.11264,-0.495056,53.7427,1.47879,24.1753,2.44073,-0.577657,-26.0723
30.685,2.08967,-0.652712,53.8052,1.64482,24.2216,2.41778,-0.511533,-26.1733
30.725,2.06047,-0.806562,53.874,1.78884,24.2757,2.39128,-0.442147,-26.2795
30.765,2.02518,-0.957888,53.948,1.90642,24.3393,2.36771,-0.378778,-26.3875
30.805,1.98385,-1.1087,54.0261,1.99303,24.4137,2.35564,-0.331298,-26.495
30.845,1.93646,-1.26174,54.1069,2.04358,24.4992,2.36357,-0.308325,-26.5998
30.885,1.88284,-1.42045,54.189,2.05202,24.5956,2.39663,-0.31464,-26.7005
30.905,1.8536,-1.50314,54.2299,2.03832,24.7024,2.45413,-0.349839,-26.7954
30.925,1.82269,-1.58871,54.2704,2.01151,24.7597,2.49013,-0.37701,-26.84
30.945,1.79003,-1.67765,54.3103,1.9708,24.8197,2.52923,-0.409676,-26.8823
30.965,1.75556,-1.77035,54.3492,1.91562,24.8826,2.56977,-0.447218,-26.9218
30.985,1.71919,-1.86713,54.3868,1.84575,24.9491,2.60976,-0.489159,-26.958
31.005,1.68085,-1.9681,54.4229,1.76155,25.0199,2.64696,-0.535211,-26.9903
31.025,1.64044,-2.07318,54.4572,1.66417,25.0961,2.67893,-0.58529,-27.018
31.045,1.5979,-2.18198,54.4894,1.55581,25.1788,2.70319,-0.639486,-27.0406
31.065,1.55314,-2.29377,54.5194,1.43992,25.2694,2.71754,-0.697934,-27.0577
31.085,1.50613,-2.40745,54.547,1.32135,25.369,2.72048,-0.760525,-27.0701
31.105,1.45684,-2.52155,54.5723,1.20638,25.4781,2.71175,-0.826333,-27.0797
31.125,1.40528,-2.63429,54.5953,1.10262,25.5965,2.69279,-0.892661,-27.0912
31.145,1.35149,-2.74365,54.6165,1.01874,25.723,2.66687,-0.953952,-27.1128
31.165,1.29557,-2.84747,54.6363,0.964079,25.8553,2.63873,-1.00165,-27.1563
31.185,1.23764,-2.94363,54.6553,0.9481,25.9904,2.61363,-1.02695,-27.2333
31.205,1.17789,-3.03022,54.6745,0.979786,26.1249,2.59601,-1.02629,-27.3487
31.225,1.11651,-3.1057,54.6949,1.06694,26.255,2.58836,-1.00454,-27.4968
31.245,1.05374,-3.1692,54.7176,1.21545,26.3769,2.5909,-0.971749,-27.6645
31.255,1.02191,-3.19642,54.7302,1.31387,26.4872,2.60208,-0.937211,-27.8378
31.265,0.989822,-3.22071,54.7439,1.42863,26.537,2.61016,-0.921204,-27.923
31.275,0.957505,-3.24227,54.7589,1.55967,26.5828,2.61948,-0.906596,-28.0059
31.285,0.924985,-3.26134,54.7752,1.70671,26.6245,2.62975,-0.893596,-28.0858
31.295,0.892285,-3.27826,54.793,1.86929,26.6617,2.64069,-0.882302,-28.162
31.305,0.859425,-3.29344,54.8126,2.04678,26.6945,2.65206,-0.872755,-28.2342
31.315,0.82642,-3.30739,54.834,2.2384,26.7229,2.66368,-0.864964,-28.3021
31.325,0.79328,-3.32067,54.8574,2.44331,26.7471,2.67538,-0.858946,-28.3657
31.335,0.760007,-3.33392,54.8829,2.66063,26.7675,2.68704,-0.854736,-28.4249
31.355,0.693046,-3.36315,54.9408,3.12917,26.7846,2.69854,-0.852404,-28.4798
31.375,0.625423,-3.40114,55.0084,3.63887,26.8118,2.72078,-0.853871,-28.5777
31.395,0.556898,-3.4545,55.0866,4.18837,26.8365,2.74159,-0.86471,-28.6622
31.415,0.487093,-3.53033,55.1762,4.78215,26.8686,2.76056,-0.886579,-28.7374
31.435,0.415483,-3.63648,55.2782,5.43219,26.919,2.77724,-0.920613,-28.8077
31.455,0.341372,-3.782,55.394,6.1594,26.9975,2.79118,-0.96627,-28.8774
31.465,0.303109,-3.87277,55.4576,6.56111,27.1098,2.80198,-1.0203,-28.9491
31.475,0.26387,-3.97741,55.5253,6.99412,27.1787,2.80614,-1.04857,-28.9854
31.485,0.22351,-4.09731,55.5976,7.46306,27.2546,2.80949,-1.07625,-29.0209
31.495,0.18187,-4.23351,55.6747,7.97185,27.3353,2.81208,-1.10197,-29.0539
31.5,0.160518,-4.30784,55.7152,8.24184,27.4167,2.81399,-1.12404,-29.0818
31.505,0.138785,-4.38621,55.7572,8.52205,27.4557,2.81473,-1.13301,-29.0925
31.51,0.11665,-4.46836,55.8005,8.81182,27.492,2.81534,-1.14013,-29.0999
31.515,0.0940956,-4.55382,55.8453,9.10985,27.524,2.81583,-1.14492,-29.1032
31.52,0.0711073,-4.64185,55.8916,9.41397,27.5497,2.81622,-1.14675,-29.1011
31.53,0.0237938,-4.8208,55.9888,10.0261,27.5664,2.81651,-1.14472,-29.0922
31.535,-0.000529914,-4.90817,56.0397,10.3232,27.5576,2.81665,-1.1233,-29.0463
31.54,-0.0252801,-4.99091,56.092,10.6043,27.5214,2.81634,-1.0988,-29.0049
31.545,-0.0504263,-5.06601,56.1457,10.8601,27.4536,2.8154,-1.05873,-28.9481
31.55,-0.075922,-5.13012,56.2005,11.0799,27.3427,2.81308,-0.993555,-28.8741
31.555,-0.101703,-5.17983,56.2564,11.2529,27.1718,2.80719,-0.885344,-28.7831
31.56,-0.127691,-5.2121,56.313,11.3697,26.9164,2.7905,-0.698759,-28.6799
31.565,-0.153792,-5.2247,56.37,11.423,26.5524,2.73304,-0.367589,-28.5776
31.57,-0.179904,-5.21657,56.4271,11.4095,26.2041,2.55494,0.0874454,-28.5008
31.575,-0.205923,-5.18801,56.484,11.3303,26.3757,2.60434,-0.159414,-28.4763
31.58,-0.231752,-5.14066,56.5403,11.1907,26.7772,2.72442,-0.654285,-28.5112
31.585,-0.257303,-5.07717,56.5958,10.9991,27.0826,2.76948,-0.94493,-28.5854
31.59,-0.282503,-5.0008,56.6502,10.7661,27.2905,2.78968,-1.10632,-28.6718
31.595,-0.307295,-4.91494,56.7034,10.5025,27.4283,2.80098,-1.19899,-28.7521
31.6,-0.331642,-4.82284,56.7552,10.2184,27.5161,2.80845,-1.2547,-28.8186
31.605,-0.355518,-4.7273,56.8056,9.92287,27.5675,2.81403,-1.2896,-28.8694
31.615,-0.401825,-4.53458,56.9018,9.32434,27.5922,2.81858,-1.31216,-28.9055
31.62,-0.424262,-4.4405,56.9477,9.03091,27.5875,2.82609,-1.33668,-28.9418
31.625,-0.446235,-4.34928,56.9921,8.74547,27.5675,2.8294,-1.34285,-28.9462
31.63,-0.46776,-4.26152,57.0352,8.46977,27.5401,2.83253,-1.34648,-28.9439
31.64,-0.509543,-4.09762,57.1172,7.95111,27.5076,2.83551,-1.34823,-28.9362
31.65,-0.549766,-3.94977,57.1943,7.47728,27.4343,2.84108,-1.34775,-28.9096
31.66,-0.58859,-3.81741,57.2669,7.0461,27.3576,2.84609,-1.34375,-28.8736
31.67,-0.626162,-3.69932,57.3354,6.65352,27.2836,2.85043,-1.33759,-28.8329
31.68,-0.662619,-3.59405,57.4001,6.29499,27.2156,2.8539,-1.33012,-28.7906
31.7,-0.732655,-3.4162,57.5195,5.66309,27.1558,2.8563,-1.32188,-28.7486
31.72,-0.7995,-3.27342,57.6272,5.12152,27.0633,2.85705,-1.30436,-28.6696
31.74,-0.863767,-3.15705,57.7248,4.65002,27.0064,2.85165,-1.28639,-28.6001
31.76,-0.925911,-3.05999,57.8136,4.236,26.9791,2.84026,-1.26814,-28.5401
31.78,-0.986255,-2.97614,57.8946,3.87291,26.973,2.82435,-1.24924,-28.4882
31.8,-1.04501,-2.90019,57.9688,3.55863,26.9791,2.80612,-1.22903,-28.4429
31.82,-1.10228,-2.82749,58.0373,3.29388,26.9895,2.78786,-1.20673,-28.4035
31.84,-1.1581,-2.75413,58.1009,3.08047,26.9983,2.77122,-1.18167,-28.3702
31.86,-1.21243,-2.6772,58.1609,2.91971,27.0022,2.75688,-1.1536,-28.3432
31.88,-1.26516,-2.59486,58.2181,2.81097,26.9995,2.74437,-1.12288,-28.3224
31.9,-1.31618,-2.50653,58.2736,2.75094,26.9903,2.73232,-1.09045,-28.3071
31.92,-1.36538,-2.41271,58.3284,2.73349,26.9755,2.71901,-1.0574,-28.2961
31.94,-1.41266,-2.31482,58.3832,2.75022,26.9559,2.70298,-1.02461,-28.2883
31.96,-1.45796,-2.2148,58.4386,2.79156,26.9321,2.68358,-0.992472,-28.2827
31.98,-1.50125,-2.11475,58.4949,2.84793,26.9043,2.66099,-0.960933,-28.2791
32,-1.54256,-2.01657,58.5525,2.91083,26.873,2.63607,-0.929686,-28.2777
32.02,-1.58194,-1.92176,58.6114,2.97352,26.8384,2.60998,-0.898382,-28.2787
32.04,-1.61946,-1.83128,58.6714,3.03124,26.8017,2.58387,-0.866782,-28.2827
32.06,-1.65522,-1.7456,58.7326,3.08112,26.7641,2.55874,-0.834824,-28.2902
32.08,-1.68932,-1.66479,58.7946,3.12179,26.7276,2.53534,-0.802626,-28.3018
32.1,-1.72184,-1.58858,58.8574,3.15297,26.6938,2.51418,-0.77045,-28.318
32.12,-1.75289,-1.51653,58.9207,3.17508,26.6646,2.49561,-0.738656,-28.339
32.14,-1.78253,-1.44808,58.9843,3.1889,26.6416,2.47977,-0.707642,-28.3651
32.18,-1.83785,-1.31954,59.1121,3.19538,26.6257,2.46671,-0.677791,-28.3961
32.22,-1.88819,-1.19829,59.2397,3.17932,26.6176,2.4486,-0.622741,-28.4712
32.26,-1.93375,-1.08018,59.3662,3.14593,26.641,2.44012,-0.574819,-28.5599
32.3,-1.9746,-0.961747,59.4912,3.09848,26.6916,2.43988,-0.533813,-28.6566
32.34,-2.01065,-0.840212,59.6139,3.03888,26.7632,2.44652,-0.498541,-28.7568
32.38,-2.04175,-0.713463,59.7341,2.96851,26.8491,2.4586,-0.467492,-28.8567
32.42,-2.06764,-0.580108,59.8513,2.88906,26.9435,2.47431,-0.439295,-28.9537
32.46,-2.08806,-0.439542,59.9652,2.80316,27.0416,2.49139,-0.413083,-29.0462
32.5,-2.10271,-0.29196,60.0755,2.71484,27.1403,2.50735,-0.388802,-29.1333
32.54,-2.11133,-0.138229,60.1824,2.62922,27.238,2.52002,-0.367406,-29.2142
32.58,-2.1137,0.0203947,60.286,2.55184,27.334,2.52828,-0.350767,-29.2889
32.62,-2.10965,0.18265,60.3867,2.48751,27.4279,2.53263,-0.341174,-29.3575
32.66,-2.09906,0.347614,60.4852,2.43932,27.5188,2.53519,-0.34046,-29.4203
32.7,-2.08181,0.514922,60.5821,2.40794,27.6044,2.53898,-0.349064,-29.4778
32.74,-2.05783,0.684814,60.678,2.39158,27.6815,2.54684,-0.365433,-29.5307
32.78,-2.02698,0.858043,60.7735,2.38615,27.746,2.56072,-0.385987,-29.5793
32.82,-1.98912,1.03571,60.869,2.38581,27.7932,2.58144,-0.405497,-29.6237
32.86,-1.94405,1.21904,60.9644,2.38347,27.8179,2.60905,-0.417441,-29.6638
32.88,-1.91873,1.3132,61.012,2.37917,27.8136,2.64332,-0.413865,-29.7
32.9,-1.89151,1.40918,61.0595,2.37147,27.7982,2.66289,-0.403173,-29.7168
32.92,-1.86235,1.50709,61.1068,2.35945,27.7725,2.68406,-0.384471,-29.7331
32.94,-1.83121,1.60698,61.1539,2.34221,27.7351,2.70677,-0.355822,-29.7494
32.96,-1.79806,1.70889,61.2005,2.31895,27.6846,2.73084,-0.314923,-29.7661
32.98,-1.76284,1.81278,61.2466,2.28899,27.62,2.75566,-0.259127,-29.7842
33,-1.72553,1.91861,61.292,2.25182,27.5411,2.77964,-0.185681,-29.8045
33.02,-1.68609,2.02623,61.3366,2.20712,27.4513,2.79875,-0.0925624,-29.8284
33.04,-1.64447,2.13547,61.3802,2.15485,27.3624,2.80391,0.0192077,-29.8573
33.06,-1.60066,2.24605,61.4228,2.09528,27.3013,2.77903,0.140022,-29.8926
33.08,-1.55463,2.35764,61.464,2.02911,27.3093,2.7118,0.242369,-29.9354
33.1,-1.50635,2.4698,61.5039,1.95748,27.4105,2.62473,0.280175,-29.9865
33.12,-1.45583,2.58199,61.5423,1.88211,27.5836,2.56812,0.224564,-30.0458
33.14,-1.40308,2.69353,61.5792,1.80533,27.7862,2.55831,0.10053,-30.1126
33.16,-1.3481,2.80363,61.6145,1.73015,27.9886,2.57636,-0.0448586,-30.1853
33.18,-1.29095,2.91134,61.6484,1.66026,28.1768,2.60382,-0.181638,-30.2615
33.2,-1.23167,3.01561,61.681,1.60002,28.3457,2.63184,-0.298659,-30.3386
33.22,-1.17035,3.11521,61.7125,1.55431,28.4936,2.65728,-0.394156,-30.4139
33.24,-1.1071,3.20889,61.7433,1.52836,28.62,2.6793,-0.469761,-30.4848
33.26,-1.04205,3.29532,61.7738,1.52738,28.7247,2.69789,-0.527927,-30.5488
33.28,-0.975346,3.37325,61.8046,1.55623,28.8072,2.71329,-0.570972,-30.6037
33.3,-0.907181,3.44152,61.8363,1.61896,28.8673,2.72584,-0.600773,-30.6477
33.32,-0.837756,3.49918,61.8696,1.71842,28.9043,2.73591,-0.618701,-30.6793
33.34,-0.76729,3.54551,61.9053,1.85599,28.9176,2.74392,-0.625631,-30.6976
33.36,-0.696014,3.58006,61.9441,2.0314,28.9067,2.75039,-0.621944,-30.7016
33.38,-0.624167,3.60261,61.9868,2.24272,28.8705,2.75599,-0.607495,-30.691
33.4,-0.551989,3.61318,62.034,2.48653,28.8075,2.76167,-0.581493,-30.6654
33.41,-0.515851,3.61402,62.0595,2.61919,28.7148,2.76892,-0.542269,-30.6247
33.42,-0.479719,3.61196,62.0864,2.75812,28.656,2.77387,-0.516836,-30.5987
33.43,-0.443621,3.60705,62.1147,2.90256,28.5876,2.78033,-0.486849,-30.569
33.44,-0.407587,3.59935,62.1445,3.05171,28.5085,2.78903,-0.451628,-30.5358
33.45,-0.371643,3.58894,62.1757,3.20473,28.417,2.80106,-0.410337,-30.4991
33.46,-0.335817,3.57592,62.2086,3.36073,28.3106,2.81813,-0.361989,-30.4594
33.47,-0.300133,3.56039,62.243,3.5188,28.1862,2.84303,-0.305538,-30.4171
33.48,-0.264617,3.54248,62.279,3.67797,28.0389,2.88047,-0.240139,-30.3729
33.49,-0.229291,3.52233,62.3165,3.83728,27.8617,2.93868,-0.165849,-30.3281
